address,adname,biz_ext,biz_type,childtype,cityname,distance,id,importance,location,name,parent,parking_type,photos,pname,poiweight,shopid,shopinfo,tel,type,typecode
东升镇白河路四段1-11号,双流区,[],[],[],成都市,[],B0FFHPFDMX,[],"103.910036,30.567857",四川天府银行24小时自助银行(双流支行),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
[],双流区,[],[],[],成都市,[],B0G31CXPKE,[],"104.036768,30.481597",四川天府银行24小时自助银行,[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
武侯大道铁佛段237号附近,武侯区,[],[],202,成都市,[],B0FFIL7DT9,[],"103.988011,30.602623",四川天府银行24小时自助银行,B001C8ZIIH,,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
青羊大道217号附202-203、219号附2,青羊区,[],[],[],成都市,[],B0FFIQZSKV,[],"104.012093,30.677399",四川天府银行24小时自助银行(成都分行营业部),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
北泉路930号,龙泉驿区,[],[],[],成都市,[],B0GUZLFN70,[],"104.241330,30.571328",四川天府银行24小时自助银行(龙泉驿支行),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
欣然一街47号,成华区,[],[],[],成都市,[],B0FFHPFCQP,[],"104.105614,30.685797",四川天府银行24小时自助银行(成都浅水半岛社区支行),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
为民路与光荣北路交叉口东50米,金牛区,[],[],[],成都市,[],B0FFIQXOJ1,[],"104.047827,30.687244",四川天府银行24小时自助银行(一环路北一段),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
天府大道中段天府三街19号新希望国际C座2楼,武侯区,[],[],202,成都市,[],B0FFHOCD7I,[],"104.068172,30.545835",四川新网银行(天府大道中段辅路),B001C8NW03,,[],四川省,[],[],2,028-88615000,金融保险服务;银行;银行,160100
洗面桥街35号附2-3号,武侯区,[],[],[],成都市,[],B0FFHPFDM5,[],"104.055919,30.640685",四川天府银行24小时自助银行服务(武侯支行),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
锦华路一段79号汇丽汀香1层,锦江区,[],[],[],成都市,[],B0FFIQXNVQ,[],"104.098749,30.621029",四川天府银行24小时自助银行服务,[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
东大街下东大街段258号,锦江区,[],[],[],成都市,[],B0FFMDSYMO,[],"104.084058,30.649129",四川天府银行大厦,[],,[],四川省,[],[],0,[],商务住宅;楼宇;商务写字楼,120201
天府四街588号,武侯区,[],[],[],成都市,[],B0FFHCB9XG,[],"104.055467,30.542967",中国邮政储蓄银行(天府支行),[],,[],四川省,[],[],2,028-88619988;95580,金融保险服务;银行;中国邮政储蓄银行,160139
天府二街266号富润国际广场1层,武侯区,[],[],202,成都市,[],B0FFFOD93T,[],"104.061278,30.551754",中信银行(天府支行),B001C8R92A,,[],四川省,[],[],2,028-83167872,金融保险服务;银行;中信银行,160111
天府大道南段872号,双流区,[],[],[],成都市,[],B0FFFR5KB0,[],"104.069025,30.515013",华夏银行(成都天府新区支行),[],,[],四川省,[],[],2,028-84267967;028-84267601,金融保险服务;银行;华夏银行,160110
天府三街19号新希望国际大厦a座1楼,武侯区,[],[],202,成都市,[],B0FFFZC0GT,[],"104.068148,30.546175",渤海银行(天府新区支行),B001C8RGHG,,[],四川省,[],[],2,028-86772206,金融保险服务;银行;银行,160100
天府三街97号(近新希望),武侯区,[],[],[],成都市,[],B001C95DT3,[],"104.065370,30.546543",上海浦东发展银行(天府支行),[],,[],四川省,[],[],2,028-65292152,金融保险服务;银行;上海浦东发展银行,160115
天府二街266号四川富润国际广场1层,武侯区,[],[],202,成都市,[],B0FFFOD93R,[],"104.061259,30.551724",中信银行24小时自助银行(天府支行),B001C8R92A,,[],四川省,[],[],2,[],金融保险服务;自动提款机;中信银行ATM,160308
天府二街588号通威大厦1层,武侯区,[],[],[],成都市,[],B0FFFODSM3,[],"104.067620,30.550952",恒丰银行(成都天府大道支行),[],,[],四川省,[],[],2,028-83372571;028-83372715,金融保险服务;银行;银行,160100
天府一街718号,武侯区,[],[],202,成都市,[],B0FFK40KW4,[],"104.052780,30.560662",中国银行(成都天府一街支行),B0FFFPYMKV,,[],四川省,[],[],2,028-63911571,金融保险服务;银行;中国银行,160104
天府三街666号,武侯区,[],[],[],成都市,[],B0FFHQ2353,[],"104.055108,30.547765",中国农业银行(四川省分行),[],,[],四川省,[],[],2,[],金融保险服务;银行相关;银行相关,160200
天府大道中段1268号天府软件园E区,武侯区,[],[],[],成都市,[],B001C8ULPK,[],"104.068611,30.539244",平安银行(成都天府软件园支行),[],,[],四川省,[],[],2,028-61557901,金融保险服务;银行;平安银行,160117
洗面桥街35号,武侯区,[],[],[],成都市,[],B0FFGV64XK,[],"104.055992,30.640701",四川天府银行武侯支行停车场,[],免费;地面,[],四川省,[],[],2,[],交通设施服务;停车场;专用停车场,150905
天府大道中段762号,武侯区,[],[],[],成都市,[],B0FFFZC0GU,[],"104.068074,30.546358",渤海银行24小时自助银行(天府新区支行),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
天府大道南段876号,双流区,[],[],[],成都市,[],B0FFFR1U5E,[],"104.068945,30.514996",华夏银行24小时自助银行(天府新区支行),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;华夏银行ATM,160307
天府三街97号,武侯区,[],[],[],成都市,[],B0FFFODOGS,[],"104.065387,30.546543",上海浦东发展银行24小时自助银行(天府支行),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;上海浦东发展银行ATM,160312
天府中路182号,彭州市,[],[],[],成都市,[],B0FFFPLV7Q,[],"103.946860,30.977818",中国建设银行24小时自助银行(天府中路),[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;中国建设银行ATM,160303
