address,adname,biz_ext,biz_type,childtype,cityname,distance,id,importance,location,name,parent,photos,pname,poiweight,shopid,shopinfo,tel,type,typecode
新都大道8号校研发大楼附楼1层,新都区,[],[],[],成都市,[],B001C8MEOV,[],"104.179599,30.820904",中国工商银行(西南石油大学支行),[],[],四川省,[],[],2,028-83045791,金融保险服务;银行;中国工商银行,160105
国宁西路98号,郫都区,[],[],[],成都市,[],B001C06O6K,[],"103.971394,30.759300",中国工商银行(成都犀浦支行),[],[],四川省,[],[],2,028-87851296,金融保险服务;银行;中国工商银行,160105
王贾路18号1栋103、104、105、106号,金牛区,[],[],[],成都市,[],B001C80IK1,[],"104.068811,30.718154",中国工商银行(成都王贾路支行),[],[],四川省,[],[],2,028-83556730;028-83556572,金融保险服务;银行;中国工商银行,160105
大北街4号附1,蒲江县,[],[],[],成都市,[],B001C8MU1C,[],"103.507286,30.196957",中国工商银行(蒲江支行),[],[],四川省,[],[],2,028-88522673;028-88522086;028-95588,金融保险服务;银行;中国工商银行,160105
新河路165号附2,青白江区,[],[],[],成都市,[],B001C8O5I3,[],"104.257901,30.888393",中国工商银行(新河路支行),[],[],四川省,[],[],2,028-83627695,金融保险服务;银行;中国工商银行,160105
马超西路128-132号,新都区,[],[],[],成都市,[],B001C8R6YI,[],"104.170589,30.811929",中国工商银行(马超西路支行),[],[],四川省,[],[],2,028-83968630;028-89397174,金融保险服务;银行;中国工商银行,160105
蜀源路11-17号,青羊区,[],[],[],成都市,[],B001C7VR9K,[],"104.004056,30.677434",中国工商银行(金阳路支行),[],[],四川省,[],[],2,028-81713150;028-81713273,金融保险服务;银行;中国工商银行,160105
正北上街38号,双流区,[],[],[],成都市,[],B001C7YLB2,[],"104.056335,30.506313",中国工商银行(华阳支行),[],[],四川省,[],[],2,028-85642710;028-85642354,金融保险服务;银行;中国工商银行,160105
兴乐北路151号,新都区,[],[],[],成都市,[],B0FFGFC7H7,[],"104.192117,30.810259",中国工商银行(城东支行),[],[],四川省,[],[],2,028-83972814,金融保险服务;银行;中国工商银行,160105
草市街64号,青羊区,[],[],[],成都市,[],B001C0AFUE,[],"104.075560,30.672150",中国工商银行(成都草市支行),[],[],四川省,[],[],2,028-86949130;028-86956055;95588,金融保险服务;银行;中国工商银行,160105
圣灯路155号,成华区,[],[],[],成都市,[],B001C8P62U,[],"104.124231,30.672132",中国工商银行(建设南路支行),[],[],四川省,[],[],2,028-62399137,金融保险服务;银行;中国工商银行,160105
蓉北商贸大道一段111号,金牛区,[],[],[],成都市,[],B001C80J6J,[],"104.063578,30.707944",中国工商银行(蓉北商贸大道支行),[],[],四川省,[],[],2,028-83131796;95588,金融保险服务;银行;中国工商银行,160105
一环路东五段103号中国工商银行大厦,锦江区,[],[],202,成都市,[],B001C7WQX0,[],"104.092873,30.645286",中国工商银行(芷泉支行营业室),B0FFGG7B1Y,[],四川省,[],[],2,95588;028-84441005;028-84442603,金融保险服务;银行;中国工商银行,160105
蜀汉路530号附1-7号,金牛区,[],[],[],成都市,[],B001C80J6K,[],"104.011403,30.694714",中国工商银行(蜀汉路支行),[],[],四川省,[],[],2,028-87522612;028-87542668,金融保险服务;银行;中国工商银行,160105
金府路799号金府国际1期2栋1单元5号,金牛区,[],[],202,成都市,[],B001C8NQFB,[],"104.043497,30.717541",中国工商银行(金府路支行),B0FFFPF3FV,[],四川省,[],[],2,028-87623086;028-87629786,金融保险服务;银行;中国工商银行,160105
何公路28附26号,郫都区,[],[],[],成都市,[],B001C801Y1,[],"103.878656,30.804126",中国工商银行(现代工业港支行),[],[],四川省,[],[],2,028-87921852;028-87921878;95588,金融保险服务;银行;中国工商银行,160105
芳草街28号3楼,武侯区,[],[],[],成都市,[],B0FFFABHF8,[],"104.051536,30.626742",中国工商银行(成都高新支行),[],[],四川省,[],[],2,028-85176086,金融保险服务;银行;中国工商银行,160105
犀浦街道兴业街南段168号,郫都区,[],[],[],成都市,[],B001C0AFV7,[],"103.971206,30.749342",中国工商银行(创业路支行),[],[],四川省,[],[],2,028-87848761;028-87848763;95588,金融保险服务;银行;中国工商银行,160105
望江路1号1幢附2号,武侯区,[],[],202,成都市,[],B001C7UQEV,[],"104.088749,30.639021",中国工商银行(培根路支行),B0FFFPBBWL,[],四川省,[],[],2,028-85292242;028-95588,金融保险服务;银行;中国工商银行,160105
滨江西路12号,锦江区,[],[],[],成都市,[],B001C7WQW2,[],"104.061862,30.647638",中国工商银行(滨江支行),[],[],四川省,[],[],2,028-86110182;028-86113536,金融保险服务;银行;中国工商银行,160105
大丰街道崇义社区文化街15-51号丰怡阳光A区1幢1层2号,新都区,[],[],[],成都市,[],B001C91Y83,[],"104.052503,30.763365",中国工商银行(成都大丰支行),[],[],四川省,[],[],2,028-83919506,金融保险服务;银行;中国工商银行,160105
槐树街51号附6-8号,青羊区,[],[],[],成都市,[],B001C7YQ9U,[],"104.052109,30.670051",中国工商银行(槐树街分理处),[],[],四川省,[],[],2,028-86980016;028-86980017,金融保险服务;银行;中国工商银行,160105
东升镇丛桂街71号,双流区,[],[],[],成都市,[],B001C7VR9W,[],"103.925345,30.573879",中国工商银行(双流支行),[],[],四川省,[],[],2,028-85822703;95588,金融保险服务;银行;中国工商银行,160105
鸥鹏大道9号附1号,龙泉驿区,[],[],[],成都市,[],B001C7VRAQ,[],"104.268950,30.559758",中国工商银行(龙泉广场支行),[],[],四川省,[],[],2,028-84851209,金融保险服务;银行;中国工商银行,160105
双建路83号,成华区,[],[],[],成都市,[],B001C8OL4L,[],"104.114657,30.680373",中国工商银行(成都双建路分理处),[],[],四川省,[],[],2,028-61301537;95588,金融保险服务;银行;中国工商银行,160105
雄州新城3号花园天津路口,简阳市,[],[],[],成都市,[],B0FFFRWJ49,[],"104.543008,30.408759",中国工商银行(天津路支行),[],[],四川省,[],[],2,028-27235353,金融保险服务;银行;中国工商银行,160105
群星路42-48号,金牛区,[],[],[],成都市,[],B001C8VK8U,[],"104.053913,30.703248",中国工商银行(成都群星路支行),[],[],四川省,[],[],2,028-87607902,金融保险服务;银行;中国工商银行,160105
青龙街25号,青羊区,[],[],[],成都市,[],B001C7WQVV,[],"104.064855,30.669834",中国工商银行(成都青龙支行),[],[],四川省,[],[],2,028-86639040;028-95588;028-86631347,金融保险服务;银行;中国工商银行,160105
驷马桥三路299号,成华区,[],[],[],成都市,[],B0GK4ZO9R6,[],"104.098869,30.691081",中国工商银行(高车支行),[],[],四川省,[],[],2,028-61283765;028-61284628,金融保险服务;银行;中国工商银行,160105
